tweet,tokenized_sents,clean_english,negPos,pol
Skandallarn adam divan bakan oldu alacak birey kanaryamda adamn ii,['Skandallarn adam divan bakan oldu alacak birey kanaryamda adamn ii'],The man of the scandals became the minister of the council,Neutral,0.0
KADIKOY objektiflere yakalanmissin,['KADIKOY objektiflere yakalanmissin'],KADIKOY you got caught in lenses,Neutral,0.0
Fenerbahe tarihinde numaral formay giyen kii hari herkes Galatasaraya gol atm . Bilin bakalm kii,"['Fenerbahe tarihinde numaral formay giyen kii hari herkes Galatasaraya gol atm .', 'Bilin bakalm kii']",Everyone except the one who wore the number one jersey in Fenerbahe history scored against Galatasaray. know who,Neutral,0.0
Miguel Crespo official,['Miguel Crespo official'],Miguel Crespo official,Neutral,0.0
Fenerbahenin final performanslarna yakr oynuyoruz bence . Anormal bir durum yok imdilik .,"['Fenerbahenin final performanslarna yakr oynuyoruz bence .', 'Anormal bir durum yok imdilik .']",I think we are playing close to Fenerbahe's final performances. There is nothing abnormal for now.,Neutral,0.0
Valerien Ismaele taraftarlardan sevgi seli ylemiSabanc khankeser an frszHayatMmkn an e,['Valerien Ismaele taraftarlardan sevgi seli ylemiSabanc khankeser an frszHayatMmkn an e'],Valerien Ismaele flood of love from the fansSabanc khankeser an frszHayatMmkn an e,Positive,0.5
Fenerbahe kazanrsa srpriz yapmak istiyorum yapacak kimse yok .,['Fenerbahe kazanrsa srpriz yapmak istiyorum yapacak kimse yok .'],"I want to surprise Fenerbahe if they win, there is no one to do it.",Positive,0.8
O Fenerbahe mais um time que t seguindo a lista tcnicos que Flamengo fez .,['O Fenerbahe mais um time que t seguindo a lista tcnicos que Flamengo fez .'],O Fenerbahe mais um time que t seguindo a lista tcnicos que Flamengo fez .,Neutral,0.0
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
ftar iin sahaya biey sokabiliyor muyuz birisi biey yazsn,['ftar iin sahaya biey sokabiliyor muyuz birisi biey yazsn'],"Can we bring something to the field for the performance, someone write something?",Neutral,0.0
AAg mann son hazrlklarn ter idman tamamladm gnaydn byk taraftar Var,['AAg mann son hazrlklarn ter idman tamamladm gnaydn byk taraftar Var'],"I have completed the final preparations for the AAg campaign, good morning there are great fans",Positive,0.5
Vard bir bildii,['Vard bir bildii'],Vard knew,Neutral,0.0
Bugn gnlerden E Gnaydnnnnnn,['Bugn gnlerden E Gnaydnnnnnn'],Today is E Gnaydnnnnnn,Neutral,0.0
Fenerbahe Galatasaray,['Fenerbahe Galatasaray'],Fenerbahe Galatasaray,Neutral,0.0
Reddedildi diyo uratm kitleye bak kafayi yicem,['Reddedildi diyo uratm kitleye bak kafayi yicem'],"I said it was rejected, look at the audience, I'm going crazy",Negative,-0.6
FenerbaheGalatasaray TLspor toto N Blok sraM S K ilana gitgt,['FenerbaheGalatasaray TLspor toto N Blok sraM S K ilana gitgt'],FenerbaheGalatasaray TLspor toto N Blok sraM S K ad gitgt,Neutral,0.0
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Ulan fenerbahe camiasnn teselli bulduu duruma baknSiz varya hakikaten tek elence fenerbahesiniz,['Ulan fenerbahe camiasnn teselli bulduu duruma baknSiz varya hakikaten tek elence fenerbahesiniz'],"Look at the situation where the fenerbahe community finds solace, you are really the only fun fenerbahe",Positive,0.16666666666666666
Kadkyde kaderinden kaamazsn e,['Kadkyde kaderinden kaamazsn e'],You can't escape your fate in Kadky,Neutral,0.0
Bu lilik deil . Bu taraftarlk deil . Bu tarz insanlar sosyal medyadan tespit edip hi bir trl bilet satlamamas lazm tiplere . tespit edip tarz insanlar uzak tutmal sporun iinden .,"['Bu lilik deil .', 'Bu taraftarlk deil .', 'Bu tarz insanlar sosyal medyadan tespit edip hi bir trl bilet satlamamas lazm tiplere .', 'tespit edip tarz insanlar uzak tutmal sporun iinden .']",This is not a lil. This is not fandom. These types of people should not be able to identify them on social media and sell any kind of tickets. kind people should identify and keep them away from sports.,Positive,0.43333333333333335
Bu gece bunla devam edelim soldurma yzmz Fener,['Bu gece bunla devam edelim soldurma yzmz Fener'],"Let's continue with this tonight, our withering face Lantern",Neutral,0.0
KO STFA ZL,['KO STFA ZL'],KO STFA ZL,Neutral,0.0
Ne amatr bir adam yapm video yu hi mi yetenein yok kardeim,['Ne amatr bir adam yapm video yu hi mi yetenein yok kardeim'],"What a talented man, you don't have the skills to make a video bro",Positive,0.7
Reis kadar biletn fiyat,['Reis kadar biletn fiyat'],The price of the ticket up to the chief,Neutral,0.0
Yl,['Yl'],year,Neutral,0.0
havuzu Knay getir aney,['havuzu Knay getir aney'],bring pool Knay aney,Neutral,0.0
LK YARI SONUCU Fenerbahe Safiport Sopron Basket lk yary nasl buldunuz,['LK YARI SONUCU Fenerbahe Safiport Sopron Basket lk yary nasl buldunuz'],How did you find the FIRST HALF RESULT Fenerbahe Safiport Sopron Basket first half?,Positive,0.04166666666666668
Bunca skntnn arasnda bize huzur ver rahatlayalm,['Bunca skntnn arasnda bize huzur ver rahatlayalm'],"In the midst of all this trouble, give us peace, let's relax",Negative,-0.2
,[],,Neutral,0.0
M alr .,['M alr .'],M alr.,Neutral,0.0
Fenerbahe Galatasaray,['Fenerbahe Galatasaray'],Fenerbahe Galatasaray,Neutral,0.0
Fenerbahe resmi hesabnn derbi galibiyetinden sonra Appiah ppsi yapmas . Hayali sa beyazlatr,"['Fenerbahe resmi hesabnn derbi galibiyetinden sonra Appiah ppsi yapmas .', 'Hayali sa beyazlatr']",Fenerbahe official account making Appiah ppsi after derby win. Whitens imaginary hair,Positive,0.8
Enner goatcia oynayacak inallah,['Enner goatcia oynayacak inallah'],I hope Enner Goatcia will play,Neutral,0.0
FENERBAHE SAFPORT . YARIYA SER LE BALADI .,"['FENERBAHE SAFPORT .', 'YARIYA SER LE BALADI .']",FENERBAHE SAFPORT. HALF STARTED FASTER.,Negative,-0.16666666666666666
yi oynayan kazansn falan yok Fenerbahe kazanacak,['yi oynayan kazansn falan yok Fenerbahe kazanacak'],Fenerbahe will win,Positive,0.8
Hatrla sevgili mesut geceyi amlarn altnda verdiim buseyi ... ky,['Hatrla sevgili mesut geceyi amlarn altnda verdiim buseyi ... ky'],"Remember, dear, I gave the happy night under your memories",Positive,0.8
Ne rezil bi sosyal medya ekibi ulan bir eyi doru yapn derbi iin bari ortaya bi bok karsaydnz yapacanz ii sksjm,['Ne rezil bi sosyal medya ekibi ulan bir eyi doru yapn derbi iin bari ortaya bi bok karsaydnz yapacanz ii sksjm'],"What a disgraceful social media team, do something right",Positive,0.1595238095238095
Uur Dndar Fenerbahe Yksek Divan Kurulu Bakan oldu araclyla,['Uur Dndar Fenerbahe Yksek Divan Kurulu Bakan oldu araclyla'],Uur Dndar became the Minister of the Fenerbahe High Council.,Positive,0.16
Fenerbahenin derbideki muhtemel i Altay Osayi Serdar Minjae Szalai Crespo Zajc Rossi Mert Hakan rfan Can Serdar Dursun,['Fenerbahenin derbideki muhtemel i Altay Osayi Serdar Minjae Szalai Crespo Zajc Rossi Mert Hakan rfan Can Serdar Dursun'],Fenerbahe's probable winner in derby Altay Osayi Serdar Minjae Szalai Crespo Zajc Rossi Mert Hakan rfan Can Serdar Dursun,Neutral,0.0
Man city Liverpool Fenerbahe Galatasaray,['Man city Liverpool Fenerbahe Galatasaray'],Man city Liverpool Fenerbahe Galatasaray,Neutral,0.0
beceriksiz admin,['beceriksiz admin'],incompetent admin,Negative,-0.35
Rdvan Dilmen Ben Batshuayiyi Fenerbahede isterim .,['Rdvan Dilmen Ben Batshuayiyi Fenerbahede isterim .'],Rdvan Dilmen I would like Batshuayi in Fenerbahe .,Neutral,0.0
Hazrlan istemeye geliyoruz,['Hazrlan istemeye geliyoruz'],We're coming to ask you to get ready,Positive,0.2
Ich schwre Puma so Schrott,['Ich schwre Puma so Schrott'],Ich schwre Puma so Schrott,Neutral,0.0
Bence haftann goln Fenerbahe formas giyen rfan Can Kahveci att .,['Bence haftann goln Fenerbahe formas giyen rfan Can Kahveci att .'],I think the goal of the week was rfan Can Kahveci wearing Fenerbahe jersey.,Neutral,0.0
bir kadn bir erkek bileti lazm bilet alnr yz yze alacam neredeyseniz gelirim sorun yok . bileti e,"['bir kadn bir erkek bileti lazm bilet alnr yz yze alacam neredeyseniz gelirim sorun yok .', 'bileti e']","a woman and a man ticket is needed, the ticket is bought, I'll go face to face, I'll come wherever you are, no problem. ticket e",Neutral,0.0
Gnaydnn,['Gnaydnn'],goodnight,Neutral,0.0
HAZIRRRR MIYIIIIZZ,['HAZIRRRR MIYIIIIZZ'],ARE WE READY?IIIIZZ,Neutral,0.0
Fenerbahe Galatasaray,['Fenerbahe Galatasaray'],Fenerbahe Galatasaray,Neutral,0.0
kul adm sv Fenerbahe,['kul adm sv Fenerbahe'],kul adm sv Fenerbahe,Neutral,0.0
Fenerbahe Safiport hayatmda izlediim hcumda plansz takm olabilir . Tam u ekil oynuyorlar,"['Fenerbahe Safiport hayatmda izlediim hcumda plansz takm olabilir .', 'Tam u ekil oynuyorlar']",Fenerbahe Safiport may be an unplanned team in the attack I watched in my life. They're playing exactly like that,Positive,0.25
operasyonu Operasyon ekerek ampiyonluktan ettii Fenerbaheyi . yapma operasyonu,"['operasyonu Operasyon ekerek ampiyonluktan ettii Fenerbaheyi .', 'yapma operasyonu']",Fenerbaheyi was eliminated from the championship by pulling the operation. making operation,Neutral,0.0
Fenerbahe CHP dene illeten kurtulmad srece bir finali rahat oynar nede baarl olabilir Fenerbahe Anadolu takm iken iki zengin stanbullu apucunun takm yaptlar Ayn CHP liler burnu byk adamlar doldurlular kulbe,['Fenerbahe CHP dene illeten kurtulmad srece bir finali rahat oynar nede baarl olabilir Fenerbahe Anadolu takm iken iki zengin stanbullu apucunun takm yaptlar Ayn CHP liler burnu byk adamlar doldurlular kulbe'],"As long as Fenerbahe does not get rid of the disease, as long as the CHP does not get rid of the disease, neither can it play a final comfortably, nor can it be successful.",Positive,0.21000000000000002
Keke jailsonu kovaladklar Mesutu kovalasalard bylece sahay gezdir nezdinde size,['Keke jailsonu kovaladklar Mesutu kovalasalard bylece sahay gezdir nezdinde size'],"Keke, they chased the jail. If they chased Mesutu, then they would show you around the field.",Negative,-0.1
Buraya kadar Fenerbahe,['Buraya kadar Fenerbahe'],So far Fenerbahce,Positive,0.1
Her transfer dnemi Fenerbahe formas montajlanmis resmini gre gre ben arfa fenerbahe arasnda ba kurmutuk . ulan fotomac ulan a spor xjcjdjjfjf,"['Her transfer dnemi Fenerbahe formas montajlanmis resmini gre gre ben arfa fenerbahe arasnda ba kurmutuk .', 'ulan fotomac ulan a spor xjcjdjjfjf']","According to the picture of Fenerbahe jersey assembled in each transfer period, I established a relationship between Arfa and Fenerbahe. ulan fotomac ulan a sport xjcjdjjfjf",Neutral,0.0
EN BYKSN,['EN BYKSN'],EN BYKSN,Neutral,0.0
UYANIN LANNNNN FENERN MAI VAR NMAIVAR,['UYANIN LANNNNN FENERN MAI VAR NMAIVAR'],WAKE UP LANNNNN FENERN MAI HAVE NMAIVAR,Neutral,0.0
Nihat Gen Haim Kl bombasn patlatt ... Ekmelettin bombasnn Nihat Gen patlatmt ... frszHayatMmkn Vefa Kk Tarkan Kuzu Rize Alex Fenerbahe,['Nihat Gen Haim Kl bombasn patlatt ... Ekmelettin bombasnn Nihat Gen patlatmt ... frszHayatMmkn Vefa Kk Tarkan Kuzu Rize Alex Fenerbahe'],Nihat Gen Detonated the Haim Kl bomb ... Nihat Gen detonated the Ekmelettin bomb ... frszHayatMmkn Loyalty Kk Tarkan Lamb Rize Alex Fenerbahe,Neutral,0.0
Appiahn duruu Galatasaray yendiimiz matan nceki yemin duruudur,['Appiahn duruu Galatasaray yendiimiz matan nceki yemin duruudur'],Appiahn posture is the position of the oath before we beat Galatasaray.,Neutral,0.0
Bugn Mert Hakan rfann n plana kt bir mala gzel bir galibiyet alacamza inanyorum,['Bugn Mert Hakan rfann n plana kt bir mala gzel bir galibiyet alacamza inanyorum'],"Today, I believe that we will get a good victory with a bad product in Mert Hakan rfan's plan.",Positive,5.551115123125783e-17
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
,[],,Neutral,0.0
fenerbahce abi farktan dner..,['fenerbahce abi farktan dner..'],Fenerbahce Brother is back from the difference..,Neutral,0.0
pts PT PT FT ast reb,['pts PT PT FT ast reb'],pts PT PT FT ast reb,Neutral,0.0
Haisgaiagau saka miii,['Haisgaiagau saka miii'],Haisgaiagau saka miii,Neutral,0.0
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
ujbes,['ujbes'],ujbes,Neutral,0.0
Fenerbaheye yllardr yaplanlar sadece Fetnn ii Yaplanlarn arkasnda kimler olduunu grmek iin takm otobsn kursunlamay Mehmet Topaldr arabasn kursunlamay ortaya karmayan ligi TFF yoluyla manpule edenlere bakmak yeter,['Fenerbaheye yllardr yaplanlar sadece Fetnn ii Yaplanlarn arkasnda kimler olduunu grmek iin takm otobsn kursunlamay Mehmet Topaldr arabasn kursunlamay ortaya karmayan ligi TFF yoluyla manpule edenlere bakmak yeter'],"It is enough to look at those who manipulated the league through TFF, which did not reveal the firing of the team bus, Mehmet Topaldr's car, just to see who is behind what has been done to Fenerbahçe for years.",Negative,-0.2
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Profil yapmalk .,['Profil yapmalk .'],Don't make a profile.,Neutral,0.0
Kim koyarsa koysun Abidin eeine koyandan Allah raz olsun . lk Ferguson,"['Kim koyarsa koysun Abidin eeine koyandan Allah raz olsun .', 'lk Ferguson']","Whoever puts it, may Allah be pleased with him who put it on Abidin's neck. First Ferguson",Positive,0.375
Trabzonspor aralarndaki puan fark Konyaspor Fenerbahe Alanyaspor Beikta PUANLA LDER TRABZONSPOR,['Trabzonspor aralarndaki puan fark Konyaspor Fenerbahe Alanyaspor Beikta PUANLA LDER TRABZONSPOR'],Point difference between Trabzonspor Konyaspor Fenerbahe Alanyaspor Beikta POINTS LDER TRABZONSPOR,Neutral,0.0
Samandiraya giden var mi Stad cevresi nasil Video foto paylasan var mi,['Samandiraya giden var mi Stad cevresi nasil Video foto paylasan var mi'],Does anyone go to the float? How is the stadium around? Do you have any video photos?,Neutral,0.0
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Pazar alanlar var kendimden biliyorum . Bol bereketli gzel bir gn dilerim . Fenerbahemize Liverpool a baarlar,"['Pazar alanlar var kendimden biliyorum .', 'Bol bereketli gzel bir gn dilerim .', 'Fenerbahemize Liverpool a baarlar']","There are market areas, I know myself. I wish you a very fruitful day. Good luck to our Fenerbahce, Liverpool",Positive,0.44999999999999996
Harbiden,['Harbiden'],for real,Positive,0.2
ZEL HABER SELAHATTN BAK FENERBAHE N HER DERB BR BAYRAMDIR . TRBNMZN GC BLEMZN HAKKIYLA BZ BU DERBY KAZANACAIZ .,"['ZEL HABER SELAHATTN BAK FENERBAHE N HER DERB BR BAYRAMDIR .', 'TRBNMZN GC BLEMZN HAKKIYLA BZ BU DERBY KAZANACAIZ .']","GOOD NEWS SELAHATTN LOOK AT FENERBAHH EVERY DERB IS A HOLIDAY . BY TRBNMZN GC BLEMZN, WE WILL WIN THIS DERBY.",Positive,0.75
O yanadaaa yanadaaaaa sallaaaaa,['O yanadaaa yanadaaaaa sallaaaaa'],It's yandaaaaaaaaaaaaaaaaaaaaaa,Neutral,0.0
fenerbahe,['fenerbahe'],fenerbahce,Neutral,0.0
Trabzon manda doranmasaydk akam olas puan durumu olacakt . . Trabzon . Fenerbahe,"['Trabzon manda doranmasaydk akam olas puan durumu olacakt .', '.', 'Trabzon .', 'Fenerbahe']","If the Trabzon buffalo had not been doran, there would have been a possible standings situation in the evening. . Trabzon . Fenerbahe",Neutral,0.0
Bu Ma Alacaz Baska Yolu Yok e FenerbaheGalatasaray Var Kadkyde,['Bu Ma Alacaz Baska Yolu Yok e FenerbaheGalatasaray Var Kadkyde'],This Ma Alacaz There Is No Other Way e FenerbaheGalatasaray There Is Kadkyde,Positive,0.0625
Bende ayn durumdaym ok zor be,['Bende ayn durumdaym ok zor be'],"I'm in the same situation too, it's so hard",Negative,-0.14583333333333334
Buras Cumhuriyeti bize laflar skmez sen ancak kendini kandrrsn twitlerinle,['Buras Cumhuriyeti bize laflar skmez sen ancak kendini kandrrsn twitlerinle'],"The Republic of Buras doesn't get offended by words, but you can deceive yourself with your tweets.",Neutral,0.0
Fenerbahe Galatasaray,['Fenerbahe Galatasaray'],Fenerbahe Galatasaray,Neutral,0.0
sarayi ampiyonu Fenerbahe UEFA bile skld artk konuda size ceza bile verdi artk bulandrmayin kupa mzede,['sarayi ampiyonu Fenerbahe UEFA bile skld artk konuda size ceza bile verdi artk bulandrmayin kupa mzede'],"Sarayi champion Fenerbahe Even UEFA got bored, they even gave you a penalty on the issue, don't get confused anymore, the trophy is in the museum",Negative,-0.45
Fenerbahce Bunun iin tribnlerinde tek ses olmas art,['Fenerbahce Bunun iin tribnlerinde tek ses olmas art'],"Fenerbahce For this, it is necessary to have a single voice in their stands.",Negative,-0.03571428571428571
Bu sezon Fenerbahe hemen hemen hafta ayn sonucu alan Tottenham kazand .,['Bu sezon Fenerbahe hemen hemen hafta ayn sonucu alan Tottenham kazand .'],"This season Fenerbahe won almost the same result, Tottenham won.",Neutral,0.0
Fenerbahe yavuzist,['Fenerbahe yavuzist'],Fenerbahe Yavuzist,Neutral,0.0
Dernekilerin beyin yan olduu iin bedava gidiyorlar,['Dernekilerin beyin yan olduu iin bedava gidiyorlar'],They go for free because their associations are brainless,Positive,0.4
Sana geliyorum nk btn midim sendedir,['Sana geliyorum nk btn midim sendedir'],I'm coming to you because you have all my stomach,Neutral,0.0
Abi hi Fenerbahe man artk izlemicem diyip ma gn Rambo Okana dnmemi nerden bilsin,['Abi hi Fenerbahe man artk izlemicem diyip ma gn Rambo Okana dnmemi nerden bilsin'],"How does he know that I will not come back to Rambo Okana when I say, hi, Fenerbahe man, I will not watch it anymore?",Neutral,0.0
Bu gn oynayacamz Fenerbahe Kadn basketbol sper ligde futbol takmmza sonsuz baarlar diliyorum,['Bu gn oynayacamz Fenerbahe Kadn basketbol sper ligde futbol takmmza sonsuz baarlar diliyorum'],We will play today Fenerbahe Women's basketball I wish our football team endless success in the super league,Positive,0.16944444444444443
KUPA KALDIRDIIMIZ YERDEYZ nGnlerdenGALATASARAY,['KUPA KALDIRDIIMIZ YERDEYZ nGnlerdenGALATASARAY'],WE ARE WHERE WE HOLD A TROUPFROM GALATASARAY,Neutral,0.0
M. City Liverpool Fenerbahe Galatasaray x NumaraLider,['M. City Liverpool Fenerbahe Galatasaray x NumaraLider'],M. City Liverpool Fenerbahe Galatasaray x NumberLeader,Neutral,0.0
O halde imdi barn FENERBAHE,['O halde imdi barn FENERBAHE'],So now barn FENERBAHE,Neutral,0.0
LAN OGLUM FENERE KSLR M LAN AMNA KOYAYM VAR OLAN FENERBAHENN KURUMSAL KMLDR,['LAN OGLUM FENERE KSLR M LAN AMNA KOYAYM VAR OLAN FENERBAHENN KURUMSAL KMLDR'],LAN MY SON FENERE KSLR M LAN AMNA KOYAYM THE EXISTING FENERBAHEN CORPORATE KMLDR,Neutral,0.0
Fenerbahce hafta i olmaz ok beklerler inallah,['Fenerbahce hafta i olmaz ok beklerler inallah'],"No Fenerbahce week, ok they will wait, I hope",Positive,0.5
lmazfb Nazlanyor zilli,['lmazfb Nazlanyor zilli'],lmazfb Nazlanyor zilli,Neutral,0.0
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Bu gn gnler den pazar hemde Fenerbahe m gn oras Kadky giri var k yok,['Bu gn gnler den pazar hemde Fenerbahe m gn oras Kadky giri var k yok'],"Today, it is Sunday and Fenerbahe, there is Kadky entrance, there is no",Neutral,0.0
Gzel bir gn Gnnz Aydn olsun Fenerbahe yzmz gldrsn,['Gzel bir gn Gnnz Aydn olsun Fenerbahe yzmz gldrsn'],Have a nice day.,Positive,0.6
Derbide Fenerbaheyi bir adm nde gryorum rfan Can Rossi derbide kabilir Fenerbahenin unutulmaz futbolcularndan Diego Lugano ekibinden Hasan Basri Yldrma ma tahminini Arda Glerin performansn unutamad derbileri anlatt .,['Derbide Fenerbaheyi bir adm nde gryorum rfan Can Rossi derbide kabilir Fenerbahenin unutulmaz futbolcularndan Diego Lugano ekibinden Hasan Basri Yldrma ma tahminini Arda Glerin performansn unutamad derbileri anlatt .'],"I see Fenerbahçe one step ahead in the derby Rfan Can Rossi may fail in the derby Hasan Basri Yldrma from the team of Diego Lugano, one of the unforgettable football players of Fenerbahe, told the ma prediction of Arda Glerin's performance about derbies, which he could not forget.",Positive,0.15000000000000002
Fenerbahe SK resmi mobil uygulamasnda Derbi Atei Uygulama ierisinde armalar blmnden Derbi Atei armasn alan ilk kiiden olarak akam .da mabedimizde Galatasaray karsnda takmmzn yannda olabilirsin,['Fenerbahe SK resmi mobil uygulamasnda Derbi Atei Uygulama ierisinde armalar blmnden Derbi Atei armasn alan ilk kiiden olarak akam .da mabedimizde Galatasaray karsnda takmmzn yannda olabilirsin'],"You can be with your team in our temple in the evening, as the first person to receive the Derbi Fire emblem from the emblems department in the official mobile application of Fenerbahe SK.",Positive,0.25
GalatasarayFenerbahe,['GalatasarayFenerbahe'],GalatasarayFenerbahe,Neutral,0.0
Ortada bir derbi varsa derbi Fenerbahenindir,['Ortada bir derbi varsa derbi Fenerbahenindir'],"If there is a derby, the derby belongs to Fenerbahe.",Neutral,0.0
Fenerbahe kazanr tugay abi bana vp atar,['Fenerbahe kazanr tugay abi bana vp atar'],"Fenerbahe wins, brigade brother throws vp at me",Positive,0.3
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Heeeyyyooo oras oras mi,['Heeeyyyooo oras oras mi'],Heeeyyyooo is that there,Neutral,0.0
nGnlerdenGALATASARAY,['nGnlerdenGALATASARAY'],from the nGALATASARAY,Neutral,0.0
Gizem rgenin hesabn kurtarmaya alan fenerbahe ynetimi,['Gizem rgenin hesabn kurtarmaya alan fenerbahe ynetimi'],Fenerbahe management that saved Gizem Rgen's account,Neutral,0.0
Fenerbahe taraftarna mutluluk haram,['Fenerbahe taraftarna mutluluk haram'],Happiness is forbidden to Fenerbahe fans,Positive,0.7
Gerek Fenerbaheyi zlemiiz Tebrikler Fenerbahem,['Gerek Fenerbaheyi zlemiiz Tebrikler Fenerbahem'],"We watched Fenerbahe, Congratulations Fenerbahe",Neutral,0.0
LIVE FINAL Sopron Basket v Fenerbahce Safiport EuroLeague Women ... via,['LIVE FINAL Sopron Basket v Fenerbahce Safiport EuroLeague Women ... via'],LIVE FINAL Sopron Basket v Fenerbahce Safiport EuroLeague Women ... via,Positive,0.06818181818181818
Beikta geen sene ampiyon olurken Fenerbahe liler dahil herkes futbolunu futbolcularn takdir etti Trabzonspor bir iticilik varhocasndan hakemlerin salad puan cabas,['Beikta geen sene ampiyon olurken Fenerbahe liler dahil herkes futbolunu futbolcularn takdir etti Trabzonspor bir iticilik varhocasndan hakemlerin salad puan cabas'],"While Beikta was the champion last year, everyone, including the people of Fenerbahe, appreciated the football of the players.",Positive,0.1
Haftann manda akam Fenerbahe Galatasaray kar karya geliyor . Mata n plana kmas beklenen futbolcular karlatryoruz Ma n raporu,"['Haftann manda akam Fenerbahe Galatasaray kar karya geliyor .', 'Mata n plana kmas beklenen futbolcular karlatryoruz Ma n raporu']","On the buffalo evening of the week, Fenerbahe and Galatasaray are coming side by side. We are comparing the players who are expected to meet the mat n report",Negative,-0.1
Okul ak bilet mevcut,['Okul ak bilet mevcut'],School ticket available,Positive,0.4
trofu ali vamo fenerbahe pelo amor cristo,['trofu ali vamo fenerbahe pelo amor cristo'],trophy ali vamo fenerbahe pelo amor cristo,Neutral,0.0
Konyal arkadam sizi geecez ampiyon olacaz dedi bende bizi yenmelisiniz dedin yenildiler fener gelmeye balad dedim gemi olsun . Bitirirsiniz ligi Fenerbahe geliyor size . Lii yedirmezler hatta Trabzonsporun bile . Tehlikeye dt Ts fb baak,"['Konyal arkadam sizi geecez ampiyon olacaz dedi bende bizi yenmelisiniz dedin yenildiler fener gelmeye balad dedim gemi olsun .', 'Bitirirsiniz ligi Fenerbahe geliyor size .', 'Lii yedirmezler hatta Trabzonsporun bile .', 'Tehlikeye dt Ts fb baak']","My friend Konyal said that we will pass you and we will be champions, I said you must beat us, they were defeated, I said that the lighthouse started to come, let the ship be. You will finish the league, Fenerbahe is coming to you. They don't feed Lii, even Trabzonspor. endangered dt Ts fb baak",Neutral,0.0
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Fenerbahe gerekten final takm deil .,['Fenerbahe gerekten final takm deil .'],Fenerbahe is not really the final team.,Negative,-0.05
Misafir tribn migros ayn yerde izleyebiliyor,['Misafir tribn migros ayn yerde izleyebiliyor'],Guests can watch tribn migros in the same place.,Neutral,0.0
Onunla ilgili demiyorum sol grl Atatrk bi takm deilsiniz kendini cumhuriyet iinde cumhuriyet olarak gren bi kesim Atatrk olamaz .,['Onunla ilgili demiyorum sol grl Atatrk bi takm deilsiniz kendini cumhuriyet iinde cumhuriyet olarak gren bi kesim Atatrk olamaz .'],"I'm not talking about him, you are not a left-wing Atatrk team, a section that sees itself as a republic within a republic cannot be Atatrk.",Neutral,0.0
ujbes Herey st ste geldi nasl gider ben tl geri dnyorum,['ujbes Herey st ste geldi nasl gider ben tl geri dnyorum'],ujbes Herey came to st ste how it goes i tl i'm coming back,Neutral,0.0
Top srmeyi rensin nce,['Top srmeyi rensin nce'],Before you learn to dribble,Neutral,0.0
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Gelmedi kimseye deil mi Bir haber var m peki,['Gelmedi kimseye deil mi Bir haber var m peki'],"It didn't come to anyone, did it? Is there any news?",Neutral,0.0
Ulen bende korner atan Alex modu sandm . sezon ba FBnin bana gese dnmtm . Hocalarn kral olacak doktor .,"['Ulen bende korner atan Alex modu sandm .', 'sezon ba FBnin bana gese dnmtm .', 'Hocalarn kral olacak doktor .']","I thought it was the Alex mode that cornered me. At the beginning of the season, FB came to me and dnmtm. Your teachers will be king, doctor.",Neutral,0.0
cumhuriyetinin yeni cumhurbakan,['cumhuriyetinin yeni cumhurbakan'],new president of the republic,Positive,0.13636363636363635
Stephen Tonardo Appiah,['Stephen Tonardo Appiah'],Stephen Tonardo Appiah,Neutral,0.0
Telif haklar .,['Telif haklar .'],Copyrights.,Neutral,0.0
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
inanay yavrum ina inanay ...,['inanay yavrum ina inanay ...'],"Believe it, my baby, believe it...",Neutral,0.0
Gnlerden haydi ocuklar,['Gnlerden haydi ocuklar'],Good day guys,Positive,0.7
ampiyonluklar istemiyoruz inSava,['ampiyonluklar istemiyoruz inSava'],we don't want championships inSava,Neutral,0.0
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Samandra mutfanda denetimler sklar sknt karan mikrofonla dver artk,['Samandra mutfanda denetimler sklar sknt karan mikrofonla dver artk'],"Samandra squeezes the controls in the kitchen, now it's over with the microphone that gets boring",Negative,-1.0
Fenerbahe Galatasaray,['Fenerbahe Galatasaray'],Fenerbahe Galatasaray,Neutral,0.0
Iklar kapat erkek taraf gerdek gecesine geliyor,['Iklar kapat erkek taraf gerdek gecesine geliyor'],"Lights close, men's parties are coming to the wedding night",Neutral,0.0
Annenize acil ifalar diliyorum.Fenerbahede inallah kazanp bizleri mutlu eder .,['Annenize acil ifalar diliyorum.Fenerbahede inallah kazanp bizleri mutlu eder .'],I wish your mother quick performances. I hope she wins in Fenerbahçe and makes us happy.,Positive,0.4777777777777778
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
